,transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,age,ageCategory,corridorID,corridorName,serviceType,direction,distance_km,seqDiff,tripDuration,dayOfWeek,peakHour,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
24292,TDYE868Y8U70TT,4273966735515,online,Purwanto Rajata,Male,1972,51,Adult,2F,Rusun Cakung Barat - Pulo Gadung,BRT,1.0,1.56,2,1.355,Wednesday,True,Pulo Jaya,-6.194979,106.92242,13,2023-04-19 07:42:24,PTC Pulo Gadung,-6.182622,106.91561,15,2023-04-19 09:03:43,3500.0
24301,TZZE799I0Z72FG,4754286332085799,dki,Banara Salahudin,Male,1946,77,Senior Adult,9A,PGC 2 - Grogol 2,BRT,0.0,1.38,1,1.483,Wednesday,False,Slipi Petamburan Arah Utara,-6.20203,106.79989,15,2023-04-19 09:12:36,Slipi Kemanggisan Arah Utara,-6.189906,106.79694,16,2023-04-19 10:41:34,3500.0
24302,DODB575B5J41TC,36153254575181,bni,R.M. Ega Hidayat,Female,2012,11,Children,7F,Kampung Rambutan - Juanda via Pasar Baru,BRT,0.0,3.58,4,0.658,Wednesday,True,Rawa Selatan,-6.173925,106.85809,14,2023-04-19 06:49:38,Balai Kota,-6.180488,106.82646,18,2023-04-19 07:29:06,3500.0
24304,QWYG562L6I44GK,213170888063660,emoney,Ghaliyati Dongoran,Female,1985,38,Adult,14,Jakarta International Stadium - Senen,BRT,0.0,1.32,4,1.979,Wednesday,False,Jln. Dadap,-6.129073,106.85503,2,2023-04-19 09:31:56,Simpang Danau Sunter Barat Utara,-6.140807,106.85704,6,2023-04-19 11:30:42,3500.0
24306,UVEH655H0K32ML,4776929353159041153,brizzi,"Nasim Natsir, M.M.",Male,1987,36,Adult,7,Kampung Rambutan - Bidara Cina,BRT,1.0,2.19,3,1.846,Wednesday,True,Pasar Jatinegara,-6.215744,106.86632,1,2023-04-19 08:13:57,Gelanggang Remaja,-6.235445,106.86795,4,2023-04-19 10:04:43,3500.0
24310,AARA919S2X15VU,4767711653196,online,Uchita Hassanah,Male,1985,38,Adult,5,Matraman Baru - Ancol,BRT,0.0,1.12,1,0.716,Wednesday,False,Jembatan Merah,-6.146731,106.83427,11,2023-04-19 09:14:41,Gunung Sahari Mangga Dua,-6.136817,106.83237,12,2023-04-19 09:57:39,3500.0
24313,ZQTG196N0W69YV,376862509774591,emoney,Drs. Rina Nasyiah,Male,1987,36,Adult,L13E,Puri Beta - Kuningan (Express),BRT,1.0,3.61,1,0.803,Wednesday,False,Tendean,-6.240213,106.83102,7,2023-04-19 09:52:02,CSW 1,-6.23994,106.79843,8,2023-04-19 10:40:14,3500.0
24318,UDEU866O5Q66KA,30294523538109,bni,"Drs. Darsirah Sitompul, S.H.",Male,2012,11,Children,2H,Rusun Jati Rawasari - Senen,BRT,1.0,0.11,2,1.164,Wednesday,True,Komplek Pertokoan Cempaka Putih,-6.173296,106.85976,8,2023-04-19 06:50:17,Grand Cempaka Hotel,-6.173334,106.86075,10,2023-04-19 08:00:06,3500.0
24320,PBMA984V2N94HY,3570145781190035,dki,"Gamanto Siregar, S.Pd",Male,1982,41,Adult,12H,Rusun Penjaringan - Penjaringan,BRT,0.0,0.58,1,1.876,Wednesday,False,Rusun Penjaringan,-6.130702,106.79487,0,2023-04-19 09:02:09,Penjaringan,-6.126306,106.79203,1,2023-04-19 10:54:44,3500.0
24327,PEFS009J3C01ZY,36461801799828,bni,"Tgk. Farhunnisa Pertiwi, S.Farm",Male,1999,24,Young Adult,S21,Ciputat - CSW,BRT,1.0,2.67,11,0.492,Wednesday,False,Kejaksaan Agung,-6.2405,106.79844,0,2023-04-19 09:24:05,Jln. H. Ahmad,-6.262573,106.78857,11,2023-04-19 09:53:37,3500.0
24333,FQSD543Q0X78VS,30011083993544,bni,Nilam Mayasari,Female,2005,18,Young Adult,6B,Ragunan - MH Thamrin via Semanggi,BRT,1.0,1.26,1,0.348,Wednesday,True,Departemen Pertanian,-6.294641,106.82213,14,2023-04-19 06:39:04,Ragunan,-6.305769,106.81949,15,2023-04-19 06:59:55,3500.0
24337,YVZV509N0R14RA,2417139615155040,dki,Maida Oktaviani,Male,1990,33,Adult,12,Tanjung Priok - Pluit,BRT,0.0,3.91,4,1.44,Wednesday,False,Mangga Dua,-6.136148,106.82597,13,2023-04-19 09:19:49,Penjaringan,-6.126306,106.79203,17,2023-04-19 10:46:14,3500.0
24339,TGOM101R3O35JK,5473439177945786,dki,Anom Anggriawan,Female,2005,18,Young Adult,13C,Puri Beta - Dukuh Atas,BRT,1.0,12.62,12,1.521,Wednesday,False,Pancoran Barat Arah Barat,-6.241672,106.8372,5,2023-04-19 09:34:46,Puri Beta 2,-6.230532,106.72371,17,2023-04-19 11:06:02,3500.0
24341,JMRJ460S0S29PG,6011686133020107,dki,"Alika Hutasoit, S.Gz",Male,1980,43,Adult,10,Tanjung Priok - PGC 2,BRT,0.0,0.91,1,0.598,Wednesday,True,Cawang UKI,-6.250309,106.8736,19,2023-04-19 07:20:25,BKN,-6.257751,106.87,20,2023-04-19 07:56:16,3500.0
24342,OHDA005O8B24KX,4313050166209,online,Nrima Prasetya,Female,1985,38,Adult,M7B,BKN - Blok M,BRT,0.0,0.5,1,1.917,Wednesday,True,Kejaksaan Agung,-6.2405,106.79844,23,2023-04-19 08:24:59,Blok M Jalur 2,-6.243369,106.80188,24,2023-04-19 10:19:59,3500.0
24344,MNQT581N8S61AR,213109439786494,emoney,Muni Saragih,Male,2006,17,Teenager,2,Pulo Gadung - Monas,BRT,0.0,0.27,1,1.518,Wednesday,True,Gambir 1,-6.174612,106.8304,15,2023-04-19 06:50:53,Istiqlal,-6.172252,106.83093,16,2023-04-19 08:21:57,3500.0
24348,OPZN709R6Z71DD,3512094791916164,dki,Nurul Prasasta,Female,1982,41,Adult,3C,Rusun Kapuk Muara - Penjaringan,BRT,0.0,3.38,1,1.193,Wednesday,True,Rusun Kapuk Muara,-6.135667,106.76299,0,2023-04-19 08:45:14,Penjaringan,-6.126306,106.79203,1,2023-04-19 09:56:49,3500.0
24349,LPLZ292X3X59BX,4364139557273318765,brizzi,Harsaya Utama,Female,2001,22,Young Adult,13D,Puri Beta - Ragunan,BRT,0.0,8.78,15,1.815,Wednesday,False,Kebayoran Lama,-6.23834,106.77752,7,2023-04-19 09:33:43,Ragunan,-6.305769,106.81949,22,2023-04-19 11:22:38,3500.0
24350,UDKO588E2Q17XK,378346560438229,emoney,Radit Usamah,Female,1974,49,Adult,T11,Poris Plawad - Bundaran Senayan,BRT,0.0,20.09,5,0.814,Wednesday,True,Palem Semi 1,-6.218812,106.61807,15,2023-04-19 06:22:06,Slipi Kemanggisan Arah Selatan,-6.189781,106.79726,20,2023-04-19 07:10:55,3500.0
24352,GEBS136A6R19JU,347105556938180,emoney,Agnes Oktaviani,Female,1993,30,Adult,T11,Poris Plawad - Bundaran Senayan,BRT,0.0,0.2,1,0.65,Wednesday,True,Hotel Olive 1,-6.217195,106.61882,14,2023-04-19 06:05:59,Palem Semi 1,-6.218812,106.61807,15,2023-04-19 06:45:00,3500.0
24353,IQPB959C4V59UK,2379863459699716,dki,Puti Salwa Nainggolan,Male,2011,12,Children,9,Pinang Ranti - Pluit,BRT,0.0,14.15,16,0.414,Wednesday,False,Pancoran Tugu Arah Barat,-6.2433,106.84388,8,2023-04-19 09:41:16,Penjaringan,-6.126306,106.79203,24,2023-04-19 10:06:08,3500.0
24360,XDRK492B6Z74UE,501844964426,flazz,Yahya Namaga,Female,1994,29,Adult,9F,Rusun Tambora - Pluit,BRT,0.0,2.07,5,0.374,Wednesday,True,Jembatan Besi,-6.152005,106.7949,1,2023-04-19 07:31:13,Jembatan Tiga Arah Utara,-6.133383,106.79267,6,2023-04-19 07:53:38,3500.0
24361,OHIJ530S8G75XF,2720497305962063,dki,Adiarja Waluyo,Male,2002,21,Young Adult,6,Ragunan - Dukuh Atas 2,BRT,1.0,2.37,3,1.023,Wednesday,True,Jati Padang,-6.285431,106.82626,14,2023-04-19 07:39:46,Ragunan,-6.305769,106.81949,17,2023-04-19 08:41:08,3500.0
24367,ZDXJ948R5U06RZ,30218688993296,bni,"dr. Aisyah Kusumo, M.Ak",Female,1993,30,Adult,S21,Ciputat - CSW,BRT,0.0,1.95,9,1.834,Wednesday,False,Metro Pondok Indah,-6.265966,106.78347,17,2023-04-19 09:29:33,Antena II,-6.25033,106.79163,26,2023-04-19 11:19:34,3500.0
24369,FYXN465J2N62ZR,676264221174,flazz,"T. Damar Suwarno, M.Pd",Female,1991,32,Adult,M13,Puri Beta 2 - Tendean,BRT,0.0,6.62,6,1.45,Wednesday,False,Seskoal,-6.238064,106.77121,6,2023-04-19 09:25:35,Tendean,-6.240213,106.83102,12,2023-04-19 10:52:36,3500.0
24371,BXMP397R0E96RW,3579692870866695,dki,"Endra Nababan, M.Farm",Female,2011,12,Children,4D,Pulo Gadung 2 - Kuningan,BRT,1.0,5.36,9,1.477,Wednesday,True,Kuningan Madya,-6.21341,106.8305,4,2023-04-19 06:40:13,Pramuka BPKP,-6.192192,106.87401,13,2023-04-19 08:08:51,3500.0
24372,WPSD436Y8P21KT,4279203692817167963,brizzi,Oskar Mangunsong,Female,1995,28,Adult,8,Lebak Bulus - Pasar Baru via Tomang,BRT,1.0,0.71,1,1.689,Wednesday,True,Pondok Indah 1,-6.286761,106.77999,22,2023-04-19 08:26:18,Lebak Bulus,-6.289413,106.77415,23,2023-04-19 10:07:38,3500.0
24373,LABM046M9H18RX,6011917728048173,dki,Shania Nuraini,Female,1991,32,Adult,11M,Rusun Rawa Bebek - Bukit Duri,BRT,1.0,4.68,6,0.754,Wednesday,True,Flyover Klender,-6.213596,106.90306,7,2023-04-19 06:51:09,Walikota Jakarta Timur,-6.21254,106.94537,13,2023-04-19 07:36:22,3500.0
24374,XYZB026A1N74SZ,4852221634256,online,"Lanang Setiawan, S.I.Kom",Female,1994,29,Adult,D21,Universitas Indonesia - Lebak Bulus,BRT,0.0,1.65,4,1.715,Wednesday,False,Plaza Oleos,-6.29771,106.82965,13,2023-04-19 09:50:55,Ampera 2,-6.292641,106.81563,17,2023-04-19 11:33:50,3500.0
24375,AHYX004K5C31TG,371937801787353,emoney,"Rosman Prasasta, M.Kom.",Male,1989,34,Adult,D21,Universitas Indonesia - Lebak Bulus,BRT,0.0,4.85,10,1.374,Wednesday,True,RSUD Pasar Minggu,-6.293553,106.82083,16,2023-04-19 07:14:35,Poins Square,-6.289207,106.77718,26,2023-04-19 08:37:01,3500.0
24376,PJKH899V0L45GN,4131163223101883379,brizzi,Indah Uyainah,Female,1987,36,Adult,12H,Rusun Penjaringan - Penjaringan,BRT,1.0,0.58,1,1.811,Wednesday,False,Penjaringan,-6.126306,106.79203,0,2023-04-19 09:52:34,Rusun Penjaringan,-6.130702,106.79487,1,2023-04-19 11:41:12,3500.0
24378,XXGJ779C6I98HW,213121265875226,emoney,Jarwi Yolanda,Male,2003,20,Young Adult,M13,Puri Beta 2 - Tendean,BRT,0.0,3.91,3,1.314,Wednesday,False,Puri Beta 1,-6.230596,106.72602,1,2023-04-19 09:50:52,Swadarma,-6.23755,106.76065,4,2023-04-19 11:09:42,3500.0
24379,EYRV708H1Z33UM,4116056920356172,dki,Jais Marpaung,Male,2007,16,Teenager,S21,Ciputat - CSW,BRT,0.0,0.76,1,0.363,Wednesday,True,Jln. Wr Supratman,-6.305661,106.75749,7,2023-04-19 06:57:49,Jln. Pahlawan,-6.300584,106.76211,8,2023-04-19 07:19:37,3500.0
24382,OEQM356Y8C09QU,4176175431274338490,brizzi,Darsirah Sudiati,Male,2008,15,Teenager,M7B,BKN - Blok M,BRT,1.0,1.55,6,1.556,Wednesday,True,Tendean,-6.240213,106.83102,12,2023-04-19 07:13:15,Dammara,-6.25419,106.83146,18,2023-04-19 08:46:38,3500.0
24388,VRTQ352F6D45UV,3507946556271373,dki,Balijan Damanik,Male,2003,20,Young Adult,B21,Bekasi Timur - Cawang,BRT,1.0,16.89,7,1.076,Wednesday,False,BNN LRT,-6.245863,106.871143,2,2023-04-19 09:15:49,Bulak Kapal 2,-6.251121,107.02366,9,2023-04-19 10:20:23,3500.0
24392,DVIR996F4V67VB,6530217723210577,dki,Azalea Sinaga,Male,1979,44,Adult,S21,Ciputat - CSW,BRT,0.0,3.38,15,0.398,Wednesday,False,Pondok Indah 2,-6.267231,106.78365,16,2023-04-19 09:38:49,Kejaksaan Agung,-6.2405,106.79844,31,2023-04-19 10:02:41,3500.0
24393,ITZF758N3D54UB,213171034000424,emoney,"Bahuwarna Prayoga, S.Sos",Female,1983,40,Adult,6,Ragunan - Dukuh Atas 2,BRT,1.0,2.46,3,0.979,Wednesday,False,Duren Tiga,-6.252377,106.82697,9,2023-04-19 09:18:19,Buncit Indah,-6.274333,106.83029,12,2023-04-19 10:17:02,3500.0
24398,WCZI449Z9N13PG,3564356712043346,dki,"Mila Ardianto, S.Pt",Male,1971,52,Adult,10H,Tanjung Priok - Blok M,BRT,0.0,0.44,1,1.507,Wednesday,True,Masjid Agung,-6.236483,106.79845,15,2023-04-19 07:23:20,Kejaksaan Agung,-6.2405,106.79844,16,2023-04-19 08:53:44,3500.0
24401,NWAH871W9N65CL,567169910336,flazz,Aurora Waskita,Male,2004,19,Young Adult,R1A,Pantai Maju - Kota,BRT,1.0,1.72,5,1.552,Wednesday,False,RS PIK 2,-6.112549,106.75264,33,2023-04-19 09:25:08,Gold Coast,-6.102693,106.74065,38,2023-04-19 10:58:15,3500.0
24410,PKEO870Z0Q97MW,4957958811110735429,brizzi,Diana Putra,Female,1985,38,Adult,M7B,BKN - Blok M,BRT,0.0,1.17,3,0.589,Wednesday,False,Lintas Atas Kuningan Mampang,-6.237898,106.82676,18,2023-04-19 09:43:36,Rawa Barat,-6.238947,106.81624,21,2023-04-19 10:18:57,3500.0
24411,BBBW319I1X51CS,3523565456909732,dki,Laras Maheswara,Male,1999,24,Young Adult,M10,PGC 2 - Tanjung Priok,BRT,1.0,4.35,5,1.385,Wednesday,True,Ahmad Yani Bea Cukai,-6.205526,106.87378,13,2023-04-19 06:09:56,Cawang Soetoyo,-6.244771,106.87598,18,2023-04-19 07:33:01,3500.0
24413,LBVP463V3G65BJ,3544454385390261,dki,Jarwa Novitasari,Male,1996,27,Adult,2,Pulo Gadung - Monas,BRT,1.0,3.91,6,1.903,Wednesday,False,Monas,-6.176248,106.82286,0,2023-04-19 09:53:48,Rawa Selatan,-6.173925,106.85809,6,2023-04-19 11:48:00,3500.0
24420,EJWN284B3C06CL,502085435639,flazz,Janet Rajasa,Male,2007,16,Teenager,D21,Universitas Indonesia - Lebak Bulus,BRT,0.0,0.31,1,0.394,Wednesday,True,Poins Square,-6.289207,106.77718,26,2023-04-19 07:58:08,St. MRT Lebak Bulus,-6.289421,106.77436,27,2023-04-19 08:21:45,3500.0
24425,PSER563T2K68RK,4219635643278197,dki,"drg. Bancar Wijayanti, S.Sos",Female,1999,24,Young Adult,JIS3,Harmoni - Jakarta International Stadium,BRT,1.0,1.1,2,2.0,Wednesday,True,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,2023-04-19 06:29:18,Jembatan Item,-6.130078,106.85492,13,2023-04-19 08:29:18,3500.0
24429,XYYM506F9D40OV,4965754419769895,dki,Nasrullah Megantara,Male,1982,41,Adult,1,Blok M - Kota,BRT,1.0,3.19,5,0.925,Wednesday,True,Bendungan Hilir,-6.217137,106.81528,15,2023-04-19 08:40:40,Kejaksaan Agung,-6.2405,106.79844,20,2023-04-19 09:36:10,3500.0
24430,JMQS139G0M89DK,6552821364099885,dki,"T. Ikhsan Maryati, S.Kom",Female,1970,53,Adult,12C,Rusun Waduk Pluit - Penjaringan,BRT,0.0,0.22,1,0.787,Wednesday,True,SDN Penjaringan,-6.12527,106.80272,9,2023-04-19 08:59:50,Kel. Penjaringan,-6.125396,106.80071,10,2023-04-19 09:47:03,3500.0
24431,BBSE354G0W84CZ,5598626771361457,dki,Karsana Budiman,Female,1985,38,Adult,3A,Rusun Pesakih - Kalideres,BRT,0.0,0.72,2,0.799,Wednesday,True,Jembatan Pesakih Semanan,-6.155824,106.716,2,2023-04-19 07:08:18,Pintu 2 Jembatan Semanan Raya,-6.155916,106.70954,4,2023-04-19 07:56:14,3500.0
24433,DSCB754V4E21WX,4348362451721640908,brizzi,Ian Nainggolan,Male,1983,40,Adult,2,Pulo Gadung - Monas,BRT,0.0,0.74,3,1.936,Wednesday,True,RSPAD,-6.175485,106.83674,13,2023-04-19 07:29:06,Istiqlal,-6.172252,106.83093,16,2023-04-19 09:25:15,3500.0
24434,MLMM690P4W85CE,578253836568,flazz,Talia Prayoga,Male,1985,38,Adult,S22,Ciputat - Kampung Rambutan,BRT,1.0,1.09,2,1.483,Wednesday,False,Lebak Bulus,-6.289413,106.77415,9,2023-04-19 09:57:39,Jln. Sandratex 2,-6.293633,106.76529,11,2023-04-19 11:26:39,3500.0
24435,HOIN236H6L53NN,2397392857976292,dki,"Ihsan Halimah, S.Pd",Female,2009,14,Teenager,M13,Puri Beta 2 - Tendean,BRT,1.0,6.64,8,1.571,Wednesday,True,Tirtayasa,-6.239207,106.80777,2,2023-04-19 07:29:41,Adam Malik,-6.236466,106.74786,10,2023-04-19 09:03:55,3500.0
24437,LFCP097I1E50YQ,676274145736,flazz,Edi Lazuardi,Male,1995,28,Adult,11B,Rusun Rawa Bebek - Penggilingan,BRT,1.0,3.54,2,1.196,Wednesday,True,Penggilingan 1,-6.214459,106.93945,0,2023-04-19 06:13:17,Rusun Rawa Bebek,-6.196241,106.9658,2,2023-04-19 07:25:03,3500.0
24447,FETG830A0F20FO,6011047676641058,dki,Sutan Kariman Situmorang,Female,2012,11,Children,2A,Pulo Gadung - Rawa Buaya via Balai Kota,BRT,0.0,8.14,10,0.364,Wednesday,True,RS Islam,-6.168676,106.87027,6,2023-04-19 08:06:23,RS Sumber Waras,-6.166294,106.79675,16,2023-04-19 08:28:15,3500.0
24449,GYCM503T2O46ZU,572544509597,flazz,drg. Kayun Safitri,Male,1987,36,Adult,3,Kalideres - Bundaran HI via Veteran,BRT,1.0,1.32,2,1.686,Wednesday,True,Rawa Buaya,-6.153908,106.72619,3,2023-04-19 07:10:29,Dispenda Samsat Barat,-6.154634,106.7381,5,2023-04-19 08:51:38,3500.0
24452,RMPV468K8U67VT,376364308641089,emoney,"Kusuma Hassanah, S.E.",Female,2007,16,Teenager,8,Lebak Bulus - Pasar Baru via Tomang,BRT,0.0,4.61,6,1.541,Wednesday,True,Jelambar,-6.166548,106.78651,17,2023-04-19 08:26:03,Pecenongan,-6.16771,106.82819,23,2023-04-19 09:58:29,3500.0
24456,LLXB213A7S59RJ,6011980496984235,dki,Dr. Sadina Hassanah,Female,1988,35,Adult,7F,Kampung Rambutan - Juanda via Pasar Baru,BRT,0.0,4.4,6,1.562,Wednesday,True,Pasar Cempaka Putih,-6.172325,106.86246,13,2023-04-19 06:28:59,Monas,-6.176248,106.82286,19,2023-04-19 08:02:44,3500.0
24457,CMAD659Y2N69VZ,4205984560392,online,"T. Baktiadi Prakasa, S.H.",Female,2009,14,Teenager,M12,Sunter Boulevard Barat - Penjaringan,BRT,1.0,3.44,3,1.79,Wednesday,True,Danau Agung,-6.146869,106.85805,11,2023-04-19 06:18:24,Sunter Boulevard Barat,-6.14965,106.889,14,2023-04-19 08:05:47,3500.0
24459,ZHSK158B5J39LZ,4440511208147260,dki,Cornelia Riyanti,Male,1967,56,Adult,9N,Pinang Ranti - Pramuka,BRT,0.0,3.79,1,1.808,Wednesday,False,Garuda Taman Mini,-6.290154,106.88116,1,2023-04-19 09:15:34,BKN,-6.257751,106.87,2,2023-04-19 11:04:02,3500.0
24461,EJRK783Q4V06NS,2402313549139274,dki,Rahayu Prabowo,Female,1994,29,Adult,10H,Tanjung Priok - Blok M,BRT,0.0,5.9,8,1.559,Wednesday,True,Pademangan,-6.133704,106.83164,1,2023-04-19 07:41:27,Tomang Mandala,-6.176875,106.80037,9,2023-04-19 09:14:59,3500.0
24465,LQVC460Y3J91CP,2277145964192996,dki,Cawisadi Sitorus,Female,1991,32,Adult,2E,Rusun Rawa Bebek - Kodamar,BRT,0.0,4.74,14,1.854,Wednesday,True,Perum Tpi 1,-6.197379,106.93513,13,2023-04-19 08:44:58,Pulo Mas Ruko,-6.178306,106.89677,27,2023-04-19 10:36:11,3500.0
24466,ZSKO785T6L75MI,639048791417,flazz,"Gantar Namaga, S.Sos",Female,1989,34,Adult,4,Pulo Gadung 2 - Tosari,BRT,1.0,9.06,14,0.568,Wednesday,True,Dukuh Atas 2,-6.203276,106.82377,0,2023-04-19 08:24:21,TU Gas,-6.19241,106.90489,14,2023-04-19 08:58:25,3500.0
24471,JPAE009F0J99TX,6544828689784746,dki,Ina Sudiati,Male,1981,42,Adult,3A,Rusun Pesakih - Kalideres,BRT,1.0,0.69,1,2.0,Wednesday,True,Pertamina Kalideres Daan Mogot,-6.15571,106.70927,2,2023-04-19 07:04:06,Pesakih 1,-6.154564,106.71537,3,2023-04-19 09:04:06,3500.0
24474,WOLK609J8W30GK,503841650990,flazz,Ir. Maria Setiawan,Female,1977,46,Adult,B11,Summarecon Bekasi - BNN,BRT,0.0,7.64,1,1.469,Wednesday,True,Jatibening 1,-6.257161,106.94651,5,2023-04-19 08:32:26,Cawang Blue Bird,-6.248836,106.87801,6,2023-04-19 10:00:35,3500.0
24478,ISCT475P9Z33IV,4799378402955576,dki,Olivia Prayoga,Male,1988,35,Adult,1,Blok M - Kota,BRT,1.0,4.21,6,0.831,Wednesday,True,Tosari,-6.196892,106.82309,12,2023-04-19 06:26:29,Bundaran Senayan,-6.227869,106.80094,18,2023-04-19 07:16:21,3500.0
24482,WRNX657W6Z33RU,4805645458987501,dki,"Ir. Sakura Mayasari, M.M.",Female,1986,37,Adult,10A,Rusun Marunda - Tanjung Priok,BRT,0.0,0.12,1,1.779,Wednesday,True,Rusun Marunda,-6.097099,106.96231,0,2023-04-19 07:23:31,Rusun Marunda 1,-6.098204,106.96232,1,2023-04-19 09:10:15,3500.0
24483,ZRKO583I0B42ZQ,4946058391117592554,brizzi,Gara Yuniar,Male,1988,35,Adult,6,Ragunan - Dukuh Atas 2,BRT,0.0,2.01,4,0.99,Wednesday,True,Kuningan Timur,-6.234731,106.82902,10,2023-04-19 06:41:12,Karet Kuningan,-6.21667,106.830737,14,2023-04-19 07:40:37,3500.0
24484,WWIB463S1K05LE,36587029529827,bni,"Rafi Lestari, S.I.Kom",Female,1985,38,Adult,M10,PGC 2 - Tanjung Priok,BRT,0.0,15.59,19,0.874,Wednesday,True,Cawang UKI,-6.250309,106.8736,2,2023-04-19 06:16:54,Tanjung Priok,-6.10959,106.88214,21,2023-04-19 07:09:21,3500.0
24485,YJGD337Y8T17DI,4958145744734359718,brizzi,dr. Balangga Zulkarnain,Female,1989,34,Adult,JIS3,Harmoni - Jakarta International Stadium,BRT,0.0,1.97,6,0.448,Wednesday,True,Sbr. Taman BMW,-6.12629,106.85763,1,2023-04-19 07:27:33,Sunter Muara,-6.144072,106.85763,7,2023-04-19 07:54:24,3500.0
24490,GJKF298D5T13UM,4513655143046,online,Safina Hastuti,Male,1988,35,Adult,6,Ragunan - Dukuh Atas 2,BRT,0.0,1.57,3,1.99,Wednesday,True,Karet Kuningan,-6.21667,106.830737,14,2023-04-19 08:47:59,Latuharhary,-6.202761,106.82771,17,2023-04-19 10:47:23,3500.0
24493,VOIK730T1P24MH,30437384286033,bni,Drs. Leo Mandala,Female,1966,57,Adult,10B,Rusun Cipinang Besar Selatan - Penas Kalimalang,BRT,0.0,0.27,1,0.842,Wednesday,False,TPU Kb. Nanas 2,-6.232106,106.88017,1,2023-04-19 09:02:33,STMT Trisakti 2,-6.231981,106.8777,2,2023-04-19 09:53:05,3500.0
24494,ULPE910N4X79SU,5253907658951545,dki,"Farah Hardiansyah, M.M.",Female,2010,13,Teenager,13D,Puri Beta - Ragunan,BRT,1.0,1.59,2,1.268,Wednesday,True,Velbak,-6.239433,106.78552,15,2023-04-19 07:32:03,Seskoal,-6.238064,106.77121,17,2023-04-19 08:48:08,3500.0
24497,GATC863C1M26FW,213173837348075,emoney,"Ir. Emas Mandala, S.Sos",Male,2012,11,Children,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,BRT,0.0,2.53,13,1.588,Wednesday,True,Baladewa Residence,-6.229648,106.91038,4,2023-04-19 08:47:59,Kampung Jembatan Ngurah Rai,-6.216438,106.92909,17,2023-04-19 10:23:15,3500.0
24501,EFBL300P0W26TR,676379677179,flazz,"Jamalia Rahmawati, M.Farm",Male,1951,72,Senior Adult,M7,Kampung Rambutan - Monas,BRT,0.0,13.47,22,1.063,Wednesday,True,Pasar Induk Kramat Jati,-6.294215,106.87203,4,2023-04-19 17:21:41,Bank Indonesia Arah Utara,-6.182776,106.8228,26,2023-04-19 18:25:29,3500.0
24504,XQJD942T7C37KI,4555304365157,online,Eluh Adriansyah,Male,1991,32,Adult,2E,Rusun Rawa Bebek - Kodamar,BRT,1.0,0.24,1,1.493,Wednesday,True,Gg. Sawo 2,-6.201669,106.93518,17,2023-04-19 18:47:25,Pintu Masuk PIK 2,-6.203882,106.93521,18,2023-04-19 20:17:01,3500.0
24507,ECAV537M0X15LH,6540503371279610,dki,Bakti Yuliarti,Male,1998,25,Adult,5,Matraman Baru - Ancol,BRT,1.0,0.46,1,1.081,Wednesday,True,Matraman 1,-6.19998,106.85443,11,2023-04-19 17:21:55,Tegalan,-6.203101,106.85715,12,2023-04-19 18:26:47,3500.0
24508,NYJQ115U6G55TB,4853213936956,online,Cornelia Purwanti,Female,2008,15,Teenager,T11,Poris Plawad - Bundaran Senayan,BRT,0.0,5.07,15,1.149,Wednesday,False,Benteng Betawi,-6.174158,106.65559,2,2023-04-19 21:55:23,Rest Area Km 13 Merak Jakarta,-6.214273,106.67784,17,2023-04-19 23:04:21,3500.0
24510,UBPG680M8Z16RM,502001656953,flazz,Jaka Zulaika,Female,1996,27,Adult,M13,Puri Beta 2 - Tendean,BRT,1.0,2.75,1,1.326,Wednesday,True,Adam Malik,-6.236466,106.74786,10,2023-04-19 20:58:18,Puri Beta 2,-6.230532,106.72371,11,2023-04-19 22:17:50,3500.0
24512,KECN774T5H42PB,4023591971708,online,Rangga Riyanti,Male,1987,36,Adult,M7B,BKN - Blok M,BRT,0.0,2.7,7,1.744,Wednesday,True,Cililitan Kecil,-6.261889,106.86423,3,2023-04-19 20:48:53,RSIA Duren Tiga 1,-6.253592,106.8413,10,2023-04-19 22:33:31,3500.0
24516,RXIO040D5N80MO,3552994986533131,dki,Gilang Iswahyudi,Male,1976,47,Adult,13B,Puri Beta - Pancoran Barat,BRT,0.0,1.17,2,1.981,Wednesday,True,Swadarma,-6.23755,106.76065,4,2023-04-19 20:38:27,Seskoal,-6.238064,106.77121,6,2023-04-19 22:37:19,3500.0
24521,OFRR094N6C90RB,2265285227934786,dki,Baktiadi Nasyiah,Female,1991,32,Adult,3,Kalideres - Bundaran HI via Veteran,BRT,0.0,3.39,3,1.728,Wednesday,True,Jelambar,-6.166548,106.78651,9,2023-04-19 19:31:27,Petojo,-6.169984,106.81698,12,2023-04-19 21:15:07,3500.0
24526,QGAP589R8S71UC,4755059063340087074,brizzi,"Puti Lili Nuraini, M.TI.",Male,1984,39,Adult,3B,Rusun Flamboyan - Cengkareng,BRT,1.0,0.59,2,1.664,Wednesday,True,Sekolah Al Huda 1,-6.149731,106.72736,2,2023-04-19 17:58:33,Puskesmas Cengkareng,-6.144546,106.72866,4,2023-04-19 19:38:24,3500.0
